graph_name,red_endpoints_l2_05,blue_endpoints_l2_05,red_staircases_l2_05,blue_staircases_l2_05,total_staircases_l2_05,red_staircases_l2_0,blue_staircases_l2_0,total_staircases_l2_0,number_of_nodes,number_of_edges,total_red_nodes,total_blue_nodes,avg_degree,max_degree,density
partitioned_grafo3536.60,7,71,1,12,13,1,12,13,60,73,7,53,2.4333,8,0.0412
partitioned_grafo3537.40,0,0,0,0,0,0,0,0,40,61,14,26,3.05,8,0.0782
partitioned_grafo3538.40,17,13,3,2,5,0,0,0,40,46,9,31,2.3,5,0.059
partitioned_grafo3539.40,0,0,0,0,0,0,0,0,40,57,3,37,2.85,8,0.0731
partitioned_grafo354.12,0,0,0,0,0,0,0,0,12,12,4,8,2,3,0.1818
partitioned_grafo3540.38,0,0,0,0,0,0,0,0,38,57,8,30,3,9,0.0811
partitioned_grafo3541.55,0,0,0,0,0,0,0,0,55,87,3,52,3.1636,10,0.0586
partitioned_grafo3542.40,32,64,5,11,16,4,11,15,40,53,19,21,2.65,8,0.0679
partitioned_grafo3543.72,11,139,2,23,25,2,23,25,72,103,7,65,2.8611,9,0.0403
partitioned_grafo3544.42,0,96,0,16,16,0,16,16,42,60,3,39,2.8571,7,0.0697
partitioned_grafo3545.58,0,0,0,0,0,0,0,0,58,83,9,49,2.8621,7,0.0502
partitioned_grafo3546.36,0,0,0,0,0,0,0,0,36,49,5,31,2.7222,8,0.0778
partitioned_grafo3547.37,24,24,4,4,8,5,3,8,37,38,22,15,2.0541,4,0.0571
partitioned_grafo3548.42,18,54,3,9,12,3,11,14,42,50,13,29,2.381,7,0.0581
partitioned_grafo3549.40,0,0,0,0,0,0,0,0,40,57,4,36,2.85,8,0.0731
partitioned_grafo355.14,12,12,2,2,4,2,2,4,14,13,8,6,1.8571,4,0.1429
partitioned_grafo3550.53,0,0,0,0,0,0,0,0,53,61,6,47,2.3019,6,0.0443
partitioned_grafo3551.39,0,0,0,0,0,0,0,0,39,54,13,26,2.7692,7,0.0729
partitioned_grafo3552.44,0,54,0,9,9,0,9,9,44,51,6,38,2.3182,5,0.0539
partitioned_grafo3553.46,0,102,0,17,17,0,0,0,46,71,3,43,3.087,8,0.0686
partitioned_grafo3554.37,14,16,2,3,5,2,9,11,37,41,8,29,2.2162,5,0.0616
partitioned_grafo3555.40,18,18,3,3,6,5,5,10,40,49,24,16,2.45,8,0.0628
partitioned_grafo3556.61,19,47,3,8,11,3,8,11,61,75,14,47,2.459,9,0.041
partitioned_grafo3557.64,78,54,12,10,22,12,10,22,64,85,33,31,2.6562,8,0.0422
partitioned_grafo3558.39,31,41,4,8,12,4,8,12,39,62,26,13,3.1795,8,0.0837
partitioned_grafo3559.48,40,62,7,10,17,7,10,17,48,69,23,25,2.875,8,0.0612
partitioned_grafo356.19,12,12,2,2,4,3,3,6,19,22,12,7,2.3158,4,0.1287
partitioned_grafo3560.36,23,43,3,8,11,3,8,11,36,45,17,19,2.5,6,0.0714
partitioned_grafo3561.48,1,119,0,20,20,0,22,22,48,68,3,45,2.8333,9,0.0603
partitioned_grafo3562.40,53,31,10,4,14,10,4,14,40,53,21,19,2.65,6,0.0679
partitioned_grafo3563.36,0,0,0,0,0,0,0,0,36,46,14,22,2.5556,7,0.073
partitioned_grafo3564.61,17,97,3,16,19,3,16,19,61,79,14,47,2.5902,7,0.0432
partitioned_grafo3565.42,6,72,1,12,13,1,12,13,42,52,6,36,2.4762,6,0.0604
partitioned_grafo3566.36,26,28,4,5,9,4,5,9,36,44,22,14,2.4444,6,0.0698
partitioned_grafo3567.52,0,0,0,0,0,0,0,0,52,68,48,4,2.6154,6,0.0513
partitioned_grafo3568.55,0,0,0,0,0,0,0,0,55,87,8,47,3.1636,6,0.0586
partitioned_grafo3569.56,8,94,1,16,17,1,16,17,56,75,11,45,2.6786,8,0.0487
partitioned_grafo357.14,7,11,1,2,3,0,6,6,14,21,3,11,3,7,0.2308
partitioned_grafo3570.55,21,45,3,8,11,3,8,11,55,66,23,32,2.4,5,0.0444
partitioned_grafo3571.42,0,0,0,0,0,0,0,0,42,56,14,28,2.6667,8,0.065
partitioned_grafo3572.53,7,143,1,24,25,1,24,25,53,76,4,49,2.8679,7,0.0552
partitioned_grafo3573.43,38,52,6,9,15,6,9,15,43,58,22,21,2.6977,6,0.0642
partitioned_grafo3574.36,14,10,2,2,4,9,0,9,36,45,29,7,2.5,9,0.0714
partitioned_grafo3575.41,12,24,2,4,6,2,4,6,41,52,13,28,2.5366,7,0.0634
partitioned_grafo3576.37,15,15,2,3,5,0,0,0,37,49,11,26,2.6486,6,0.0736
partitioned_grafo3577.40,6,6,1,1,2,1,9,10,40,50,6,34,2.5,6,0.0641
partitioned_grafo3578.58,10,104,2,17,19,2,17,19,58,79,5,53,2.7241,6,0.0478
partitioned_grafo3579.52,0,0,0,0,0,0,0,0,52,67,10,42,2.5769,6,0.0505
partitioned_grafo358.30,13,11,2,2,4,6,2,8,30,39,21,9,2.6,6,0.0897
partitioned_grafo3580.44,14,52,3,8,11,3,8,11,44,64,11,33,2.9091,8,0.0677
partitioned_grafo3581.61,0,0,0,0,0,0,0,0,61,81,11,50,2.6557,6,0.0443
partitioned_grafo3582.41,0,0,0,0,0,0,0,0,41,51,3,38,2.4878,8,0.0622
partitioned_grafo3583.47,1,65,0,11,11,0,11,11,47,61,9,38,2.5957,8,0.0564
partitioned_grafo3584.56,0,0,0,0,0,0,0,0,56,80,52,4,2.8571,6,0.0519
partitioned_grafo3585.39,15,15,2,3,5,5,3,8,39,46,22,17,2.359,8,0.0621
partitioned_grafo3586.36,0,0,0,0,0,0,0,0,36,41,5,31,2.2778,5,0.0651
partitioned_grafo3587.36,37,29,6,5,11,6,5,11,36,48,18,18,2.6667,6,0.0762
partitioned_grafo3588.36,18,18,3,3,6,6,3,9,36,40,28,8,2.2222,5,0.0635
partitioned_grafo3589.56,0,0,0,0,0,0,0,0,56,68,41,15,2.4286,6,0.0442
partitioned_grafo359.30,12,12,2,2,4,2,8,10,30,37,12,18,2.4667,6,0.0851
partitioned_grafo3590.53,62,76,10,12,22,10,12,22,53,78,24,29,2.9434,7,0.0566
partitioned_grafo3591.57,0,84,0,14,14,0,14,14,57,72,8,49,2.5263,8,0.0451
partitioned_grafo3592.44,0,54,0,9,9,0,10,10,44,56,8,36,2.5455,9,0.0592
partitioned_grafo3593.44,1,83,0,14,14,0,15,15,44,59,3,41,2.6818,6,0.0624
partitioned_grafo3594.42,7,65,1,11,12,1,8,9,42,56,5,37,2.6667,8,0.065
partitioned_grafo3595.39,106,8,18,1,19,18,1,19,39,56,33,6,2.8718,8,0.0756
partitioned_grafo3596.37,37,29,7,4,11,7,4,11,37,46,19,18,2.4865,5,0.0691
partitioned_grafo3597.49,0,0,0,0,0,0,0,0,49,64,4,45,2.6122,6,0.0544
partitioned_grafo3598.55,13,77,2,13,15,2,13,15,55,73,7,48,2.6545,8,0.0492
partitioned_grafo3599.56,0,0,0,0,0,0,0,0,56,80,22,34,2.8571,7,0.0519
partitioned_grafo360.17,4,8,1,1,2,0,4,4,17,21,3,14,2.4706,4,0.1544
partitioned_grafo3600.43,0,0,0,0,0,0,0,0,43,61,36,7,2.8372,8,0.0676
partitioned_grafo3601.44,43,23,7,4,11,7,4,11,44,53,26,18,2.4091,5,0.056
partitioned_grafo3602.44,1,35,0,6,6,0,6,6,44,53,12,32,2.4091,9,0.056
partitioned_grafo3603.44,13,113,2,19,21,2,19,21,44,66,5,39,3,7,0.0698
partitioned_grafo3604.37,27,27,4,5,9,3,0,3,37,48,22,15,2.5946,8,0.0721
partitioned_grafo3605.35,14,22,2,4,6,2,11,13,35,40,9,26,2.2857,9,0.0672
partitioned_grafo3606.46,7,35,1,6,7,1,6,7,46,54,8,38,2.3478,6,0.0522
partitioned_grafo3607.56,0,0,0,0,0,0,0,0,56,91,4,52,3.25,9,0.0591
partitioned_grafo3608.42,7,11,1,2,3,6,2,8,42,53,29,13,2.5238,7,0.0616
partitioned_grafo3609.42,30,42,5,7,12,5,7,12,42,55,21,21,2.619,6,0.0639
partitioned_grafo361.13,14,10,2,2,4,2,2,4,13,14,6,7,2.1538,4,0.1795
partitioned_grafo3610.57,0,0,0,0,0,0,0,0,57,80,9,48,2.807,7,0.0501
partitioned_grafo3611.53,0,0,0,0,0,0,0,0,53,67,41,12,2.5283,8,0.0486
partitioned_grafo3612.37,5,7,1,1,2,0,0,0,37,57,4,33,3.0811,8,0.0856
partitioned_grafo3613.41,0,6,0,1,1,0,15,15,41,54,3,38,2.6341,7,0.0659
partitioned_grafo3614.54,14,118,3,19,22,3,19,22,54,75,7,47,2.7778,6,0.0524
partitioned_grafo3615.44,10,8,2,1,3,16,0,16,44,56,38,6,2.5455,7,0.0592
partitioned_grafo3616.51,0,0,0,0,0,0,0,0,51,73,7,44,2.8627,6,0.0573
partitioned_grafo3617.39,10,44,1,8,9,1,8,9,39,48,11,28,2.4615,6,0.0648
partitioned_grafo3618.38,0,0,0,0,0,0,0,0,38,55,27,11,2.8947,7,0.0782
partitioned_grafo3619.33,0,0,0,0,0,0,0,0,33,45,3,30,2.7273,8,0.0852
partitioned_grafo362.19,19,17,3,3,6,3,3,6,19,18,9,10,1.8947,4,0.1053
partitioned_grafo3620.38,14,16,2,3,5,2,10,12,38,47,9,29,2.4737,8,0.0669
partitioned_grafo3621.40,9,15,1,3,4,1,8,9,40,50,6,34,2.5,5,0.0641
partitioned_grafo3622.36,16,14,3,2,5,9,2,11,36,41,26,10,2.2778,6,0.0651
partitioned_grafo3623.39,12,12,2,2,4,2,7,9,39,47,6,33,2.4103,7,0.0634
partitioned_grafo3624.44,0,0,0,0,0,0,0,0,44,54,14,30,2.4545,5,0.0571
partitioned_grafo3625.55,1,77,0,13,13,0,13,13,55,68,4,51,2.4727,6,0.0458
partitioned_grafo3626.49,78,0,13,0,13,13,0,13,49,61,40,9,2.4898,6,0.0519
partitioned_grafo3627.37,24,24,4,4,8,4,4,8,37,37,22,15,2,4,0.0556
partitioned_grafo3628.52,0,0,0,0,0,0,0,0,52,71,38,14,2.7308,9,0.0535
partitioned_grafo3629.42,0,0,0,0,0,0,0,0,42,55,29,13,2.619,6,0.0639
partitioned_grafo363.10,6,6,1,1,2,1,1,2,10,11,3,7,2.2,3,0.2444
partitioned_grafo3630.54,0,0,0,0,0,0,0,0,54,69,49,5,2.5556,7,0.0482
partitioned_grafo3631.35,16,14,3,2,5,9,1,10,35,41,26,9,2.3429,6,0.0689
partitioned_grafo3632.56,0,0,0,0,0,0,0,0,56,88,5,51,3.1429,8,0.0571
partitioned_grafo3633.38,50,10,9,1,10,9,1,10,38,63,22,16,3.3158,9,0.0896
partitioned_grafo3634.40,32,28,5,5,10,4,7,11,40,47,18,22,2.35,7,0.0603
partitioned_grafo3635.54,0,0,0,0,0,0,0,0,54,70,26,28,2.5926,7,0.0489
partitioned_grafo3636.46,7,71,1,12,13,1,13,14,46,62,5,41,2.6957,8,0.0599
partitioned_grafo3637.38,16,62,2,11,13,4,12,16,38,48,18,20,2.5263,8,0.0683
partitioned_grafo3638.57,40,32,6,6,12,6,6,12,57,74,36,21,2.5965,7,0.0464
partitioned_grafo3639.42,35,49,5,9,14,5,9,14,42,50,18,24,2.381,5,0.0581
partitioned_grafo364.14,0,0,0,0,0,0,0,0,14,13,9,5,1.8571,4,0.1429
partitioned_grafo3640.41,1,71,0,12,12,0,12,12,41,53,8,33,2.5854,6,0.0646
partitioned_grafo3641.52,0,0,0,0,0,0,0,0,52,71,18,34,2.7308,8,0.0535
partitioned_grafo3642.63,0,0,0,0,0,0,0,0,63,92,11,52,2.9206,8,0.0471
partitioned_grafo3643.36,6,6,1,1,2,0,9,9,36,43,5,31,2.3889,7,0.0683
partitioned_grafo3644.44,11,31,2,5,7,2,5,7,44,54,21,23,2.4545,7,0.0571
partitioned_grafo3645.35,0,0,0,0,0,0,0,0,35,52,7,28,2.9714,8,0.0874
partitioned_grafo3646.37,0,0,0,0,0,0,0,0,37,50,4,33,2.7027,8,0.0751
partitioned_grafo3647.41,1,89,0,15,15,0,15,15,41,58,4,37,2.8293,7,0.0707
partitioned_grafo3648.53,0,0,0,0,0,0,0,0,53,63,5,48,2.3774,6,0.0457
partitioned_grafo3649.38,0,0,0,0,0,0,0,0,38,54,32,6,2.8421,8,0.0768
partitioned_grafo365.40,26,28,5,4,9,5,6,11,40,47,19,21,2.35,5,0.0603
partitioned_grafo3650.41,49,5,8,1,9,10,1,11,41,54,34,7,2.6341,7,0.0659
partitioned_grafo3651.58,23,85,3,15,18,3,15,18,58,74,15,43,2.5517,5,0.0448
partitioned_grafo3652.42,6,78,1,13,14,1,13,14,42,61,5,37,2.9048,9,0.0708
partitioned_grafo3653.60,0,0,0,0,0,0,0,0,60,86,4,56,2.8667,7,0.0486
partitioned_grafo3654.43,0,66,0,11,11,0,11,11,43,58,8,35,2.6977,6,0.0642
partitioned_grafo3655.39,8,10,1,2,3,0,16,16,39,52,5,34,2.6667,6,0.0702
partitioned_grafo3656.58,13,71,2,12,14,2,14,16,58,75,10,48,2.5862,6,0.0454
partitioned_grafo3657.42,15,63,2,11,13,0,0,0,42,56,17,25,2.6667,7,0.065
partitioned_grafo3658.56,0,0,0,0,0,0,0,0,56,78,49,7,2.7857,8,0.0506
partitioned_grafo3659.44,55,23,9,4,13,9,4,13,44,55,29,15,2.5,7,0.0581
partitioned_grafo366.16,12,12,2,2,4,3,2,5,16,16,8,8,2,4,0.1333
partitioned_grafo3660.45,84,6,14,1,15,14,1,15,45,60,35,10,2.6667,7,0.0606
partitioned_grafo3661.46,20,16,3,3,6,1,11,12,46,56,20,26,2.4348,7,0.0541
partitioned_grafo3662.46,24,24,4,4,8,9,4,13,46,52,34,12,2.2609,5,0.0502
partitioned_grafo3663.36,8,10,1,2,3,0,8,8,36,41,5,31,2.2778,6,0.0651
partitioned_grafo3664.37,24,24,4,4,8,3,7,10,37,46,19,18,2.4865,8,0.0691
partitioned_grafo3665.54,1,143,0,24,24,0,24,24,54,77,3,51,2.8519,8,0.0538
partitioned_grafo3666.53,0,0,0,0,0,0,0,0,53,93,21,32,3.5094,9,0.0675
partitioned_grafo3667.44,0,0,0,0,0,0,0,0,44,54,30,14,2.4545,6,0.0571
partitioned_grafo3668.59,121,17,20,3,23,20,3,23,59,77,46,13,2.6102,9,0.045
partitioned_grafo3669.43,51,21,8,4,12,7,4,11,43,52,28,15,2.4186,7,0.0576
partitioned_grafo367.14,6,6,1,1,2,1,2,3,14,14,4,10,2,3,0.1538
partitioned_grafo3670.41,0,0,0,0,0,0,0,0,41,57,23,18,2.7805,8,0.0695
partitioned_grafo3671.38,15,15,2,3,5,2,10,12,38,47,12,26,2.4737,5,0.0669
partitioned_grafo3672.59,35,67,6,11,17,6,11,17,59,78,18,41,2.6441,8,0.0456
partitioned_grafo3673.40,0,0,0,0,0,0,0,0,40,59,3,37,2.95,8,0.0756
partitioned_grafo3674.59,0,162,0,27,27,0,28,28,59,90,3,56,3.0508,8,0.0526
partitioned_grafo3675.42,29,1,5,0,5,4,3,7,42,51,22,20,2.4286,8,0.0592
partitioned_grafo3676.38,13,17,2,3,5,2,7,9,38,43,5,33,2.2632,8,0.0612
partitioned_grafo3677.51,78,48,15,6,21,15,6,21,51,71,28,23,2.7843,7,0.0557
partitioned_grafo3678.34,16,14,3,2,5,9,1,10,34,42,26,8,2.4706,6,0.0749
partitioned_grafo3679.39,7,11,1,2,3,0,7,7,39,43,7,32,2.2051,5,0.058
partitioned_grafo368.11,0,0,0,0,0,0,0,0,11,13,2,9,2.3636,4,0.2364
partitioned_grafo3680.99,0,0,0,0,0,0,0,0,99,147,7,92,2.9697,9,0.0303
partitioned_grafo3681.38,13,17,2,3,5,0,0,0,38,48,11,27,2.5263,5,0.0683
partitioned_grafo3682.49,0,0,0,0,0,0,0,0,49,74,12,37,3.0204,8,0.0629
partitioned_grafo3683.41,23,73,4,12,16,4,12,16,41,59,9,32,2.878,7,0.072
partitioned_grafo3684.50,0,0,0,0,0,0,0,0,50,66,4,46,2.64,7,0.0539
partitioned_grafo3685.50,0,0,0,0,0,0,0,0,50,72,6,44,2.88,7,0.0588
partitioned_grafo3686.31,8,10,1,2,3,1,10,11,31,36,6,25,2.3226,8,0.0774
partitioned_grafo3687.41,6,6,1,1,2,0,9,9,41,53,6,35,2.5854,6,0.0646
partitioned_grafo3688.54,0,0,0,0,0,0,0,0,54,71,8,46,2.6296,8,0.0496
partitioned_grafo3689.49,0,0,0,0,0,0,0,0,49,65,9,40,2.6531,6,0.0553
partitioned_grafo369.20,11,13,2,2,4,5,0,5,20,28,14,6,2.8,8,0.1474
partitioned_grafo3690.38,18,18,3,3,6,0,0,0,38,50,9,29,2.6316,7,0.0711
partitioned_grafo3691.41,0,0,0,0,0,0,0,0,41,53,27,14,2.5854,5,0.0646
partitioned_grafo3692.41,1,101,0,17,17,1,17,18,41,59,6,35,2.878,8,0.072
partitioned_grafo3693.43,46,44,8,7,15,8,7,15,43,58,23,20,2.6977,5,0.0642
partitioned_grafo3694.41,0,0,0,0,0,0,0,0,41,59,13,28,2.878,7,0.072
partitioned_grafo3695.39,18,18,3,3,6,6,2,8,39,47,23,16,2.4103,8,0.0634
partitioned_grafo3696.38,9,3,2,0,2,2,9,11,38,50,11,27,2.6316,6,0.0711
partitioned_grafo3697.49,22,80,4,13,17,4,13,17,49,68,17,32,2.7755,8,0.0578
partitioned_grafo3698.56,0,0,0,0,0,0,0,0,56,87,4,52,3.1071,9,0.0565
partitioned_grafo3699.99,0,0,0,0,0,0,0,0,99,133,19,80,2.6869,9,0.0274
partitioned_grafo370.14,18,18,3,3,6,2,4,6,14,19,9,5,2.7143,5,0.2088
partitioned_grafo3700.38,18,18,3,3,6,3,5,8,38,44,17,21,2.3158,5,0.0626
partitioned_grafo3701.41,21,51,4,8,12,4,8,12,41,58,10,31,2.8293,8,0.0707
partitioned_grafo3702.57,1,95,0,16,16,0,16,16,57,70,10,47,2.4561,5,0.0439
partitioned_grafo3703.45,33,81,5,14,19,5,14,19,45,67,20,25,2.9778,7,0.0677
partitioned_grafo3704.52,0,0,0,0,0,0,0,0,52,71,8,44,2.7308,8,0.0535
partitioned_grafo3705.44,47,19,8,3,11,8,3,11,44,57,31,13,2.5909,7,0.0603
partitioned_grafo3706.64,0,0,0,0,0,0,0,0,64,94,5,59,2.9375,7,0.0466
partitioned_grafo3707.43,45,15,7,3,10,7,3,10,43,54,27,16,2.5116,7,0.0598
partitioned_grafo3708.38,0,0,0,0,0,0,0,0,38,54,3,35,2.8421,9,0.0768
partitioned_grafo3709.61,0,0,0,0,0,0,0,0,61,85,14,47,2.7869,8,0.0464
partitioned_grafo371.14,1,5,0,1,1,0,1,1,14,13,5,9,1.8571,3,0.1429
partitioned_grafo3710.43,33,15,5,3,8,5,3,8,43,52,24,19,2.4186,5,0.0576
partitioned_grafo3711.40,20,46,3,8,11,0,0,0,40,53,8,32,2.65,8,0.0679
partitioned_grafo3712.95,0,0,0,0,0,0,0,0,95,144,49,46,3.0316,7,0.0323
partitioned_grafo3713.55,0,0,0,0,0,0,0,0,55,84,14,41,3.0545,8,0.0566
partitioned_grafo3714.52,113,13,19,2,21,19,2,21,52,76,39,13,2.9231,7,0.0573
partitioned_grafo3715.35,6,6,1,1,2,2,10,12,35,40,14,21,2.2857,7,0.0672
partitioned_grafo3716.37,14,34,1,7,8,1,7,8,37,53,16,21,2.8649,8,0.0796
partitioned_grafo3717.51,0,0,0,0,0,0,0,0,51,72,5,46,2.8235,8,0.0565
partitioned_grafo3718.43,0,0,0,0,0,0,0,0,43,59,4,39,2.7442,8,0.0653
partitioned_grafo3719.40,0,0,0,0,0,0,0,0,40,50,35,5,2.5,6,0.0641
partitioned_grafo372.27,0,0,0,0,0,0,0,0,27,31,4,23,2.2963,5,0.0883
partitioned_grafo3720.35,6,6,1,1,2,0,0,0,35,47,4,31,2.6857,7,0.079
partitioned_grafo3721.37,0,6,0,1,1,0,13,13,37,57,4,33,3.0811,9,0.0856
partitioned_grafo3722.40,0,0,0,0,0,0,0,0,40,58,29,11,2.9,7,0.0744
partitioned_grafo3723.53,0,0,0,0,0,0,0,0,53,73,4,49,2.7547,6,0.053
partitioned_grafo3724.43,8,10,1,2,3,0,0,0,43,54,6,37,2.5116,6,0.0598
partitioned_grafo3725.37,0,0,0,0,0,0,0,0,37,44,8,29,2.3784,5,0.0661
partitioned_grafo3726.51,0,0,0,0,0,0,0,0,51,70,9,42,2.7451,5,0.0549
partitioned_grafo3727.39,16,38,3,6,9,3,13,16,39,53,10,29,2.7179,6,0.0715
partitioned_grafo3728.37,8,10,1,2,3,1,11,12,37,47,7,30,2.5405,8,0.0706
partitioned_grafo3729.37,17,19,3,3,6,0,0,0,37,45,11,26,2.4324,8,0.0676
partitioned_grafo373.13,11,13,2,2,4,1,6,7,13,19,4,9,2.9231,8,0.2436
partitioned_grafo3730.47,0,0,0,0,0,0,0,0,47,63,5,42,2.6809,8,0.0583
partitioned_grafo3731.47,8,106,1,18,19,1,18,19,47,69,5,42,2.9362,8,0.0638
partitioned_grafo3732.58,0,0,0,0,0,0,0,0,58,75,31,27,2.5862,7,0.0454
partitioned_grafo3733.62,0,0,0,0,0,0,0,0,62,91,8,54,2.9355,8,0.0481
partitioned_grafo3734.36,11,13,2,2,4,0,0,0,36,46,8,28,2.5556,8,0.073
partitioned_grafo3735.39,36,24,6,4,10,6,4,10,39,53,22,17,2.7179,5,0.0715
partitioned_grafo3736.39,0,0,0,0,0,0,0,0,39,52,5,34,2.6667,8,0.0702
partitioned_grafo3737.54,13,125,1,22,23,1,22,23,54,77,7,47,2.8519,7,0.0538
partitioned_grafo3738.42,22,26,4,4,8,3,6,9,42,47,21,21,2.2381,5,0.0546
partitioned_grafo3739.56,43,41,7,7,14,7,7,14,56,67,28,28,2.3929,5,0.0435
partitioned_grafo374.18,15,15,3,2,5,2,6,8,18,25,8,10,2.7778,8,0.1634
partitioned_grafo3740.55,0,0,0,0,0,0,0,0,55,71,48,7,2.5818,7,0.0478
partitioned_grafo3741.95,0,0,0,0,0,0,0,0,95,120,5,90,2.5263,6,0.0269
partitioned_grafo3742.36,31,35,5,6,11,5,6,11,36,45,19,17,2.5,7,0.0714
partitioned_grafo3743.35,0,0,0,0,0,0,0,0,35,47,10,25,2.6857,9,0.079
partitioned_grafo3744.50,0,0,0,0,0,0,0,0,50,72,15,35,2.88,7,0.0588
partitioned_grafo3745.41,0,0,0,0,0,0,0,0,41,54,7,34,2.6341,7,0.0659
partitioned_grafo3746.62,78,18,13,3,16,13,3,16,62,80,50,12,2.5806,5,0.0423
partitioned_grafo3747.37,45,45,8,7,15,8,10,18,37,52,12,25,2.8108,9,0.0781
partitioned_grafo3748.54,0,0,0,0,0,0,0,0,54,73,3,51,2.7037,6,0.051
partitioned_grafo3749.42,6,6,1,1,2,12,0,12,42,52,37,5,2.4762,6,0.0604
partitioned_grafo375.17,12,12,2,2,4,3,2,5,17,19,8,9,2.2353,3,0.1397
partitioned_grafo3750.53,0,0,0,0,0,0,0,0,53,66,39,14,2.4906,7,0.0479
partitioned_grafo3751.40,34,38,5,7,12,5,10,15,40,54,16,24,2.7,8,0.0692
partitioned_grafo3752.38,24,30,4,5,9,4,6,10,38,46,12,26,2.4211,5,0.0654
partitioned_grafo3753.40,8,4,1,1,2,11,1,12,40,53,35,5,2.65,6,0.0679
partitioned_grafo3754.40,12,12,2,2,4,7,5,12,40,45,21,19,2.25,6,0.0577
partitioned_grafo3755.52,0,0,0,0,0,0,0,0,52,72,31,21,2.7692,7,0.0543
partitioned_grafo3756.90,0,0,0,0,0,0,0,0,90,127,49,41,2.8222,9,0.0317
partitioned_grafo3757.39,0,0,0,0,0,0,0,0,39,62,3,36,3.1795,11,0.0837
partitioned_grafo3758.38,69,21,11,4,15,0,0,0,38,56,25,13,2.9474,8,0.0797
partitioned_grafo3759.53,19,101,3,17,20,3,17,20,53,72,16,37,2.717,8,0.0522
partitioned_grafo376.10,6,6,1,1,2,1,1,2,10,9,5,5,1.8,3,0.2
partitioned_grafo3760.56,0,0,0,0,0,0,0,0,56,69,18,38,2.4643,6,0.0448
partitioned_grafo3761.45,31,59,5,10,15,5,10,15,45,57,15,30,2.5333,7,0.0576
partitioned_grafo3762.39,18,12,3,2,5,10,2,12,39,52,30,9,2.6667,9,0.0702
partitioned_grafo3763.53,0,0,0,0,0,0,0,0,53,72,21,32,2.717,6,0.0522
partitioned_grafo3764.45,20,70,3,12,15,3,12,15,45,59,11,34,2.6222,6,0.0596
partitioned_grafo3765.38,17,13,3,2,5,6,1,7,38,46,32,6,2.4211,6,0.0654
partitioned_grafo3766.38,6,12,1,2,3,1,10,11,38,47,7,31,2.4737,6,0.0669
partitioned_grafo3767.36,15,15,2,3,5,0,7,7,36,44,10,26,2.4444,5,0.0698
partitioned_grafo3768.42,12,18,2,3,5,2,6,8,42,53,9,33,2.5238,9,0.0616
partitioned_grafo3769.48,16,56,3,9,12,3,9,12,48,63,17,31,2.625,6,0.0559
partitioned_grafo377.13,9,9,1,2,3,1,4,5,13,16,6,7,2.4615,5,0.2051
partitioned_grafo3770.42,0,0,0,0,0,0,0,0,42,51,21,21,2.4286,8,0.0592
partitioned_grafo3771.40,25,11,4,2,6,4,2,6,40,53,27,13,2.65,8,0.0679
partitioned_grafo3772.56,0,0,0,0,0,0,0,0,56,83,5,51,2.9643,8,0.0539
partitioned_grafo3773.40,13,17,2,3,5,1,16,17,40,54,6,34,2.7,7,0.0692
partitioned_grafo3774.41,5,7,1,1,2,0,9,9,41,47,6,35,2.2927,6,0.0573
partitioned_grafo3775.45,8,10,1,2,3,0,13,13,45,54,7,38,2.4,6,0.0545
partitioned_grafo3776.53,1,107,0,18,18,0,18,18,53,77,8,45,2.9057,8,0.0559
partitioned_grafo3777.40,6,6,1,1,2,0,9,9,40,54,4,36,2.7,9,0.0692
partitioned_grafo3778.37,5,1,1,0,1,9,0,9,37,43,28,9,2.3243,5,0.0646
partitioned_grafo3779.52,5,97,1,16,17,1,16,17,52,67,10,42,2.5769,8,0.0505
partitioned_grafo378.14,0,0,0,0,0,0,0,0,14,17,3,11,2.4286,8,0.1868
partitioned_grafo3780.50,33,39,5,7,12,5,7,12,50,63,27,23,2.52,5,0.0514
partitioned_grafo3781.41,0,0,0,0,0,0,0,0,41,58,8,33,2.8293,8,0.0707
partitioned_grafo3782.34,0,0,0,0,0,0,0,0,34,43,30,4,2.5294,8,0.0766
partitioned_grafo3783.46,18,36,3,6,9,3,6,9,46,58,21,25,2.5217,6,0.056
partitioned_grafo3784.36,0,0,0,0,0,0,0,0,36,46,14,22,2.5556,7,0.073
partitioned_grafo3785.54,33,69,6,11,17,6,11,17,54,70,23,31,2.5926,7,0.0489
partitioned_grafo3786.41,0,0,0,0,0,0,0,0,41,50,8,33,2.439,7,0.061
partitioned_grafo3787.61,21,69,3,12,15,3,12,15,61,73,19,42,2.3934,6,0.0399
partitioned_grafo3788.38,0,0,0,0,0,0,0,0,38,45,4,34,2.3684,6,0.064
partitioned_grafo3789.56,0,0,0,0,0,0,0,0,56,79,14,42,2.8214,7,0.0513
partitioned_grafo379.15,0,0,0,0,0,0,0,0,15,17,4,11,2.2667,5,0.1619
partitioned_grafo3790.51,0,0,0,0,0,0,0,0,51,74,37,14,2.902,7,0.058
partitioned_grafo3791.57,0,0,0,0,0,0,0,0,57,78,13,44,2.7368,7,0.0489
partitioned_grafo3792.39,0,0,0,0,0,0,0,0,39,49,34,5,2.5128,6,0.0661
partitioned_grafo3793.39,7,5,1,1,2,0,0,0,39,53,33,6,2.7179,6,0.0715
partitioned_grafo3794.41,19,17,4,2,6,13,1,14,41,52,30,11,2.5366,6,0.0634
