graph_name,red_endpoints_l2_05,blue_endpoints_l2_05,red_staircases_l2_05,blue_staircases_l2_05,total_staircases_l2_05,red_staircases_l2_0,blue_staircases_l2_0,total_staircases_l2_0,number_of_nodes,number_of_edges,total_red_nodes,total_blue_nodes,avg_degree,max_degree,density
partitioned_grafo3277.42,2,76,0,13,13,0,14,14,42,56,6,36,2.6667,7,0.065
partitioned_grafo3278.41,11,61,1,11,12,0,0,0,41,56,13,28,2.7317,8,0.0683
partitioned_grafo3279.45,0,0,0,0,0,0,0,0,45,62,4,41,2.7556,7,0.0626
partitioned_grafo328.10,0,0,0,0,0,0,0,0,10,10,3,7,2,3,0.2222
partitioned_grafo3280.39,31,71,4,11,15,0,0,0,39,58,20,19,2.9744,9,0.0783
partitioned_grafo3281.34,7,5,1,1,2,0,0,0,34,50,27,7,2.9412,8,0.0891
partitioned_grafo3282.36,12,12,2,2,4,6,1,7,36,40,27,9,2.2222,5,0.0635
partitioned_grafo3283.47,0,0,0,0,0,0,0,0,47,61,4,43,2.5957,6,0.0564
partitioned_grafo3284.54,0,0,0,0,0,0,0,0,54,82,3,51,3.037,7,0.0573
partitioned_grafo3285.42,0,0,0,0,0,0,0,0,42,60,3,39,2.8571,8,0.0697
partitioned_grafo3286.59,0,0,0,0,0,0,0,0,59,83,9,50,2.8136,7,0.0485
partitioned_grafo3287.40,0,0,0,0,0,0,0,0,40,52,33,7,2.6,6,0.0667
partitioned_grafo3288.37,7,11,1,2,3,0,12,12,37,50,5,32,2.7027,9,0.0751
partitioned_grafo3289.53,0,0,0,0,0,0,0,0,53,76,6,47,2.8679,6,0.0552
partitioned_grafo329.17,6,6,1,1,2,4,1,5,17,18,12,5,2.1176,4,0.1324
partitioned_grafo3290.53,96,12,16,2,18,16,2,18,53,74,40,13,2.7925,7,0.0537
partitioned_grafo3291.35,18,18,2,4,6,2,10,12,35,42,12,23,2.4,7,0.0706
partitioned_grafo3292.56,0,0,0,0,0,0,0,0,56,84,23,33,3,8,0.0545
partitioned_grafo3293.36,12,12,2,2,4,1,8,9,36,46,9,27,2.5556,8,0.073
partitioned_grafo3294.43,0,0,0,0,0,0,0,0,43,59,39,4,2.7442,8,0.0653
partitioned_grafo3295.43,19,17,3,3,6,1,12,13,43,53,9,34,2.4651,7,0.0587
partitioned_grafo3296.40,2,34,0,6,6,3,8,11,40,48,17,23,2.4,5,0.0615
partitioned_grafo3297.53,0,102,0,17,17,0,17,17,53,74,4,49,2.7925,6,0.0537
partitioned_grafo3298.58,53,55,10,8,18,10,8,18,58,76,28,30,2.6207,8,0.046
partitioned_grafo3299.53,58,44,10,7,17,10,7,17,53,70,25,28,2.6415,7,0.0508
partitioned_grafo330.15,17,13,3,2,5,4,2,6,15,16,9,6,2.1333,4,0.1524
partitioned_grafo3300.42,24,78,4,13,17,4,13,17,42,55,9,33,2.619,7,0.0639
partitioned_grafo3301.53,0,0,0,0,0,0,0,0,53,83,48,5,3.1321,10,0.0602
partitioned_grafo3302.35,12,12,2,2,4,1,8,9,35,42,12,23,2.4,7,0.0706
partitioned_grafo3303.46,0,0,0,0,0,0,0,0,46,64,26,20,2.7826,6,0.0618
partitioned_grafo3304.36,8,52,1,9,10,0,10,10,36,47,9,27,2.6111,9,0.0746
partitioned_grafo3305.47,14,52,2,9,11,2,9,11,47,60,12,35,2.5532,6,0.0555
partitioned_grafo3306.41,8,10,1,2,3,0,0,0,41,53,31,10,2.5854,6,0.0646
partitioned_grafo3307.55,0,0,0,0,0,0,0,0,55,72,6,49,2.6182,6,0.0485
partitioned_grafo3308.97,0,0,0,0,0,0,0,0,97,110,67,30,2.268,7,0.0236
partitioned_grafo3309.59,5,103,0,18,18,0,18,18,59,84,10,49,2.8475,8,0.0491
partitioned_grafo331.15,0,0,0,0,0,0,0,0,15,16,3,12,2.1333,6,0.1524
partitioned_grafo3310.46,114,0,19,0,19,20,0,20,46,68,43,3,2.9565,8,0.0657
partitioned_grafo3311.36,15,15,2,3,5,1,8,9,36,47,11,25,2.6111,8,0.0746
partitioned_grafo3312.39,0,0,0,0,0,0,0,0,39,49,4,35,2.5128,6,0.0661
partitioned_grafo3313.42,0,0,0,0,0,0,0,0,42,58,13,29,2.7619,8,0.0674
partitioned_grafo3314.39,26,28,4,5,9,4,15,19,39,51,7,32,2.6154,9,0.0688
partitioned_grafo3315.96,0,0,0,0,0,0,0,0,96,129,35,61,2.6875,7,0.0283
partitioned_grafo3316.34,16,14,3,2,5,2,7,9,34,39,9,25,2.2941,9,0.0695
partitioned_grafo3317.36,15,15,2,3,5,0,10,10,36,46,9,27,2.5556,8,0.073
partitioned_grafo3318.55,0,0,0,0,0,0,0,0,55,75,8,47,2.7273,7,0.0505
partitioned_grafo3319.39,32,34,5,6,11,5,6,11,39,54,14,25,2.7692,8,0.0729
partitioned_grafo332.82,0,0,0,0,0,0,0,0,82,106,15,67,2.5854,8,0.0319
partitioned_grafo3320.37,22,14,4,2,6,3,5,8,37,45,14,23,2.4324,8,0.0676
partitioned_grafo3321.38,0,0,0,0,0,0,0,0,38,53,3,35,2.7895,7,0.0754
partitioned_grafo3322.37,0,0,0,0,0,0,0,0,37,46,15,22,2.4865,7,0.0691
partitioned_grafo3323.56,30,12,5,2,7,5,2,7,56,64,32,24,2.2857,6,0.0416
partitioned_grafo3324.44,25,29,4,5,9,4,5,9,44,52,22,22,2.3636,8,0.055
partitioned_grafo3325.42,10,8,2,1,3,0,0,0,42,52,22,20,2.4762,6,0.0604
partitioned_grafo3326.42,0,0,0,0,0,0,0,0,42,60,16,26,2.8571,7,0.0697
partitioned_grafo3327.48,0,0,0,0,0,0,0,0,48,73,45,3,3.0417,7,0.0647
partitioned_grafo3328.56,0,0,0,0,0,0,0,0,56,76,10,46,2.7143,8,0.0494
partitioned_grafo3329.39,62,10,11,1,12,11,1,12,39,50,24,15,2.5641,6,0.0675
partitioned_grafo333.19,10,14,2,2,4,0,7,7,19,22,5,14,2.3158,6,0.1287
partitioned_grafo3330.39,0,0,0,0,0,0,0,0,39,60,34,5,3.0769,8,0.081
partitioned_grafo3331.44,0,0,0,0,0,0,0,0,44,62,31,13,2.8182,7,0.0655
partitioned_grafo3332.38,8,10,1,2,3,0,7,7,38,43,12,26,2.2632,6,0.0612
partitioned_grafo3333.51,30,102,4,18,22,4,18,22,51,71,14,37,2.7843,7,0.0557
partitioned_grafo3334.48,60,0,10,0,10,10,0,10,48,67,45,3,2.7917,9,0.0594
partitioned_grafo3335.40,8,10,1,2,3,1,11,12,40,53,5,35,2.65,6,0.0679
partitioned_grafo3336.36,25,29,4,5,9,4,5,9,36,44,10,26,2.4444,5,0.0698
partitioned_grafo3337.40,1,11,0,2,2,0,0,0,40,53,8,32,2.65,8,0.0679
partitioned_grafo3338.56,0,0,0,0,0,0,0,0,56,71,18,38,2.5357,8,0.0461
partitioned_grafo3339.42,15,15,2,3,5,8,1,9,42,53,34,8,2.5238,7,0.0616
partitioned_grafo334.12,0,0,0,0,0,0,0,0,12,13,5,7,2.1667,4,0.197
partitioned_grafo3340.41,1,35,0,6,6,1,8,9,41,54,7,34,2.6341,8,0.0659
partitioned_grafo3341.37,7,5,1,1,2,0,10,10,37,50,4,33,2.7027,8,0.0751
partitioned_grafo3342.61,0,0,0,0,0,0,0,0,61,90,21,40,2.9508,6,0.0492
partitioned_grafo3343.58,0,0,0,0,0,0,0,0,58,70,12,46,2.4138,7,0.0423
partitioned_grafo3344.42,0,0,0,0,0,0,0,0,42,52,3,39,2.4762,8,0.0604
partitioned_grafo3345.63,65,31,10,6,16,10,6,16,63,84,34,29,2.6667,8,0.043
partitioned_grafo3346.55,59,61,11,8,19,11,8,19,55,74,20,35,2.6909,8,0.0498
partitioned_grafo3347.35,0,0,0,0,0,0,0,0,35,48,3,32,2.7429,7,0.0807
partitioned_grafo3348.43,8,10,1,2,3,0,0,0,43,58,7,36,2.6977,8,0.0642
partitioned_grafo3349.47,16,20,3,3,6,3,3,6,47,51,13,34,2.1702,4,0.0472
partitioned_grafo335.13,15,15,3,2,5,2,4,6,13,19,5,8,2.9231,8,0.2436
partitioned_grafo3350.50,0,0,0,0,0,0,0,0,50,65,7,43,2.6,8,0.0531
partitioned_grafo3351.38,0,30,0,5,5,6,7,13,38,46,13,25,2.4211,6,0.0654
partitioned_grafo3352.55,24,78,4,13,17,4,13,17,55,69,15,40,2.5091,7,0.0465
partitioned_grafo3353.40,0,0,0,0,0,0,0,0,40,46,12,28,2.3,7,0.059
partitioned_grafo3354.63,89,37,15,6,21,15,6,21,63,83,43,20,2.6349,7,0.0425
partitioned_grafo3355.55,0,0,0,0,0,0,0,0,55,67,37,18,2.4364,8,0.0451
partitioned_grafo3356.33,12,12,2,2,4,1,9,10,33,40,15,18,2.4242,8,0.0758
partitioned_grafo3357.53,0,0,0,0,0,0,0,0,53,73,47,6,2.7547,7,0.053
partitioned_grafo3358.36,0,0,0,0,0,0,0,0,36,42,25,11,2.3333,7,0.0667
partitioned_grafo3359.37,0,0,0,0,0,0,0,0,37,58,23,14,3.1351,8,0.0871
partitioned_grafo336.21,18,18,3,3,6,4,3,7,21,22,12,9,2.0952,4,0.1048
partitioned_grafo3360.43,0,0,0,0,0,0,0,0,43,56,31,12,2.6047,7,0.062
partitioned_grafo3361.44,0,0,0,0,0,0,0,0,44,52,35,9,2.3636,6,0.055
partitioned_grafo3362.51,0,0,0,0,0,0,0,0,51,63,24,27,2.4706,6,0.0494
partitioned_grafo3363.37,7,5,1,1,2,9,0,9,37,47,33,4,2.5405,6,0.0706
partitioned_grafo3364.52,51,87,9,14,23,9,15,24,52,77,19,33,2.9615,7,0.0581
partitioned_grafo3365.43,0,0,0,0,0,0,0,0,43,72,3,40,3.3488,9,0.0797
partitioned_grafo3366.52,0,0,0,0,0,0,0,0,52,65,19,33,2.5,7,0.049
partitioned_grafo3367.40,0,0,0,0,0,0,0,0,40,50,11,29,2.5,7,0.0641
partitioned_grafo3368.39,41,37,7,6,13,0,0,0,39,56,24,15,2.8718,8,0.0756
partitioned_grafo3369.41,0,48,0,8,8,0,8,8,41,56,5,36,2.7317,7,0.0683
partitioned_grafo337.15,1,5,0,1,1,0,4,4,15,23,4,11,3.0667,7,0.219
partitioned_grafo3370.43,7,77,1,13,14,1,13,14,43,57,9,34,2.6512,7,0.0631
partitioned_grafo3371.55,37,29,6,5,11,6,5,11,55,60,26,29,2.1818,4,0.0404
partitioned_grafo3372.46,0,0,0,0,0,0,0,0,46,69,14,32,3,8,0.0667
partitioned_grafo3373.48,17,85,3,14,17,3,14,17,48,74,12,36,3.0833,8,0.0656
partitioned_grafo3374.38,24,18,4,3,7,0,0,0,38,48,21,17,2.5263,8,0.0683
partitioned_grafo3375.39,4,68,1,11,12,1,11,12,39,59,6,33,3.0256,8,0.0796
partitioned_grafo3376.61,0,0,0,0,0,0,0,0,61,86,55,6,2.8197,8,0.047
partitioned_grafo3377.36,15,57,3,9,12,4,10,14,36,45,14,22,2.5,8,0.0714
partitioned_grafo3378.35,24,24,4,4,8,0,0,0,35,48,22,13,2.7429,6,0.0807
partitioned_grafo3379.36,6,6,1,1,2,1,9,10,36,44,6,30,2.4444,6,0.0698
partitioned_grafo338.15,6,6,1,1,2,3,1,4,15,16,8,7,2.1333,3,0.1524
partitioned_grafo3380.46,0,0,0,0,0,0,0,0,46,56,10,36,2.4348,6,0.0541
partitioned_grafo3381.40,14,16,2,3,5,0,0,0,40,53,8,32,2.65,6,0.0679
partitioned_grafo3382.99,0,0,0,0,0,0,0,0,99,129,5,94,2.6061,8,0.0266
partitioned_grafo3383.38,0,0,0,0,0,0,0,0,38,62,23,15,3.2632,8,0.0882
partitioned_grafo3384.52,28,134,5,22,27,5,22,27,52,81,10,42,3.1154,8,0.0611
partitioned_grafo3385.54,24,36,4,6,10,4,6,10,54,64,11,43,2.3704,5,0.0447
partitioned_grafo3386.57,0,0,0,0,0,0,0,0,57,86,24,33,3.0175,9,0.0539
partitioned_grafo3387.40,4,8,1,1,2,0,0,0,40,53,4,36,2.65,5,0.0679
partitioned_grafo3388.41,0,6,0,1,1,0,0,0,41,56,4,37,2.7317,8,0.0683
partitioned_grafo3389.46,0,0,0,0,0,0,0,0,46,65,15,31,2.8261,8,0.0628
partitioned_grafo339.18,0,0,0,0,0,0,0,0,18,18,8,10,2,4,0.1176
partitioned_grafo3390.58,0,0,0,0,0,0,0,0,58,83,50,8,2.8621,8,0.0502
partitioned_grafo3391.39,45,51,9,7,16,9,7,16,39,61,18,21,3.1282,9,0.0823
partitioned_grafo3392.43,11,43,2,7,9,2,7,9,43,52,15,28,2.4186,5,0.0576
partitioned_grafo3393.42,0,0,0,0,0,0,0,0,42,53,12,30,2.5238,6,0.0616
partitioned_grafo3394.39,6,6,1,1,2,0,9,9,39,53,4,35,2.7179,8,0.0715
partitioned_grafo3395.37,38,34,6,6,12,8,7,15,37,51,13,24,2.7568,8,0.0766
partitioned_grafo3396.61,0,0,0,0,0,0,0,0,61,95,4,57,3.1148,9,0.0519
partitioned_grafo3397.49,12,6,2,1,3,2,4,6,49,53,19,30,2.1633,6,0.0451
partitioned_grafo3398.59,0,0,0,0,0,0,0,0,59,87,8,51,2.9492,9,0.0508
partitioned_grafo3399.61,1,107,0,18,18,0,18,18,61,78,8,53,2.5574,8,0.0426
partitioned_grafo340.15,12,12,2,2,4,3,2,5,15,16,7,8,2.1333,4,0.1524
partitioned_grafo3400.93,0,0,0,0,0,0,0,0,93,124,6,87,2.6667,9,0.029
partitioned_grafo3401.41,4,80,1,13,14,1,13,14,41,53,5,36,2.5854,8,0.0646
partitioned_grafo3402.42,0,0,0,0,0,0,0,0,42,62,3,39,2.9524,9,0.072
partitioned_grafo3403.37,13,11,2,2,4,8,2,10,37,42,30,7,2.2703,5,0.0631
partitioned_grafo3404.43,34,56,6,9,15,6,9,15,43,53,17,26,2.4651,6,0.0587
partitioned_grafo3405.57,0,0,0,0,0,0,0,0,57,78,25,32,2.7368,6,0.0489
partitioned_grafo3406.37,24,24,5,3,8,5,5,10,37,49,11,26,2.6486,8,0.0736
partitioned_grafo3407.34,7,17,0,4,4,1,10,11,34,43,12,22,2.5294,8,0.0766
partitioned_grafo3408.62,0,66,0,11,11,0,11,11,62,73,6,56,2.3548,6,0.0386
partitioned_grafo3409.57,0,0,0,0,0,0,0,0,57,85,6,51,2.9825,7,0.0533
partitioned_grafo341.30,24,6,4,1,5,0,0,0,30,39,19,11,2.6,6,0.0897
partitioned_grafo3410.48,43,59,7,10,17,7,10,17,48,62,16,32,2.5833,8,0.055
partitioned_grafo3411.52,0,0,0,0,0,0,0,0,52,68,16,36,2.6154,7,0.0513
partitioned_grafo3412.46,0,0,0,0,0,0,0,0,46,65,10,36,2.8261,8,0.0628
partitioned_grafo3413.36,0,0,0,0,0,0,0,0,36,53,13,23,2.9444,7,0.0841
partitioned_grafo3414.36,12,12,2,2,4,0,6,6,36,39,6,30,2.1667,7,0.0619
partitioned_grafo3415.49,47,91,8,15,23,8,15,23,49,65,19,30,2.6531,7,0.0553
partitioned_grafo3416.38,52,32,9,5,14,9,5,14,38,50,19,19,2.6316,8,0.0711
partitioned_grafo3417.38,9,27,1,5,6,1,11,12,38,46,17,21,2.4211,8,0.0654
partitioned_grafo3418.49,5,49,1,8,9,1,7,8,49,63,14,35,2.5714,5,0.0536
partitioned_grafo3419.44,6,6,1,1,2,1,6,7,44,51,6,38,2.3182,5,0.0539
partitioned_grafo342.16,18,18,3,3,6,1,4,5,16,20,7,9,2.5,5,0.1667
partitioned_grafo3420.41,12,12,2,2,4,12,2,14,41,51,30,11,2.4878,6,0.0622
partitioned_grafo3421.38,0,0,0,0,0,0,0,0,38,52,4,34,2.7368,6,0.074
partitioned_grafo3422.59,0,0,0,0,0,0,0,0,59,96,36,23,3.2542,9,0.0561
partitioned_grafo3423.54,62,40,10,7,17,10,7,17,54,69,37,17,2.5556,8,0.0482
partitioned_grafo3424.46,0,0,0,0,0,0,0,0,46,56,22,24,2.4348,5,0.0541
partitioned_grafo3425.41,27,33,4,6,10,4,6,10,41,52,18,23,2.5366,5,0.0634
partitioned_grafo3426.53,5,61,1,10,11,1,10,11,53,62,6,47,2.3396,5,0.045
partitioned_grafo3427.56,50,52,8,9,17,8,9,17,56,81,23,33,2.8929,9,0.0526
partitioned_grafo3428.57,37,71,7,11,18,7,11,18,57,80,24,33,2.807,8,0.0501
partitioned_grafo3429.43,0,0,0,0,0,0,0,0,43,65,21,22,3.0233,8,0.072
partitioned_grafo343.14,15,15,2,3,5,3,2,5,14,15,8,6,2.1429,4,0.1648
partitioned_grafo3430.39,7,5,1,1,2,0,0,0,39,53,7,32,2.7179,7,0.0715
partitioned_grafo3431.58,0,0,0,0,0,0,0,0,58,83,5,53,2.8621,6,0.0502
partitioned_grafo3432.44,6,42,1,7,8,1,11,12,44,55,6,38,2.5,6,0.0581
partitioned_grafo3433.37,14,16,2,3,5,1,8,9,37,42,11,26,2.2703,5,0.0631
partitioned_grafo3434.45,1,77,0,13,13,0,13,13,45,60,9,36,2.6667,7,0.0606
partitioned_grafo3435.99,0,0,0,0,0,0,0,0,99,135,5,94,2.7273,8,0.0278
partitioned_grafo3436.57,0,0,0,0,0,0,0,0,57,76,27,30,2.6667,7,0.0476
partitioned_grafo3437.38,12,36,2,6,8,3,7,10,38,45,12,26,2.3684,8,0.064
partitioned_grafo3438.36,18,18,3,3,6,0,0,0,36,52,13,23,2.8889,10,0.0825
partitioned_grafo3439.42,0,0,0,0,0,0,0,0,42,57,5,37,2.7143,9,0.0662
partitioned_grafo344.36,6,6,1,1,2,0,0,0,36,47,32,4,2.6111,7,0.0746
partitioned_grafo3440.55,0,0,0,0,0,0,0,0,55,67,5,50,2.4364,9,0.0451
partitioned_grafo3441.53,0,72,0,12,12,0,15,15,53,61,6,47,2.3019,6,0.0443
partitioned_grafo3442.52,0,0,0,0,0,0,0,0,52,73,4,48,2.8077,8,0.0551
partitioned_grafo3443.51,0,0,0,0,0,0,0,0,51,73,9,42,2.8627,6,0.0573
partitioned_grafo3444.41,16,14,2,2,4,0,0,0,41,53,18,23,2.5854,5,0.0646
partitioned_grafo3445.37,33,21,6,3,9,9,4,13,37,46,22,15,2.4865,7,0.0691
partitioned_grafo3446.46,0,0,0,0,0,0,0,0,46,62,29,17,2.6957,8,0.0599
partitioned_grafo3447.35,14,16,2,3,5,2,11,13,35,42,7,28,2.4,7,0.0706
partitioned_grafo3448.58,0,0,0,0,0,0,0,0,58,85,36,22,2.931,8,0.0514
partitioned_grafo3449.44,41,67,7,11,18,7,11,18,44,61,22,22,2.7727,8,0.0645
partitioned_grafo345.14,0,0,0,0,0,0,0,0,14,13,9,5,1.8571,4,0.1429
partitioned_grafo3450.43,6,6,1,1,2,11,0,11,43,52,38,5,2.4186,7,0.0576
partitioned_grafo3451.43,0,0,0,0,0,0,0,0,43,51,11,32,2.3721,5,0.0565
partitioned_grafo3452.41,6,18,1,3,4,1,14,15,41,54,5,36,2.6341,7,0.0659
partitioned_grafo3453.56,10,92,1,16,17,1,16,17,56,72,10,46,2.5714,5,0.0468
partitioned_grafo3454.39,0,0,0,0,0,0,0,0,39,50,16,23,2.5641,6,0.0675
partitioned_grafo3455.52,100,14,17,2,19,17,2,19,52,65,40,12,2.5,6,0.049
partitioned_grafo3456.40,6,6,1,1,2,0,7,7,40,48,5,35,2.4,9,0.0615
partitioned_grafo3457.38,18,18,3,3,6,4,2,6,38,43,26,12,2.2632,4,0.0612
partitioned_grafo3458.53,0,0,0,0,0,0,0,0,53,65,15,38,2.4528,5,0.0472
partitioned_grafo3459.43,84,24,14,4,18,14,4,18,43,66,30,13,3.0698,8,0.0731
partitioned_grafo346.19,12,12,2,2,4,5,1,6,19,22,11,8,2.3158,4,0.1287
partitioned_grafo3460.54,70,62,13,9,22,13,9,22,54,82,23,31,3.037,9,0.0573
partitioned_grafo3461.37,0,0,0,0,0,0,0,0,37,59,32,5,3.1892,7,0.0886
partitioned_grafo3462.42,1,29,0,5,5,0,12,12,42,52,8,34,2.4762,6,0.0604
partitioned_grafo3463.58,0,0,0,0,0,0,0,0,58,77,18,40,2.6552,8,0.0466
partitioned_grafo3464.93,0,0,0,0,0,0,0,0,93,124,78,15,2.6667,8,0.029
partitioned_grafo3465.60,114,0,19,0,19,19,0,19,60,80,56,4,2.6667,6,0.0452
partitioned_grafo3466.56,72,60,12,10,22,12,10,22,56,79,33,23,2.8214,7,0.0513
partitioned_grafo3467.53,6,42,1,7,8,1,7,8,53,60,12,41,2.2642,6,0.0435
partitioned_grafo3468.44,32,22,5,4,9,0,0,0,44,53,10,34,2.4091,7,0.056
partitioned_grafo3469.47,18,42,3,7,10,2,7,9,47,57,23,24,2.4255,5,0.0527
partitioned_grafo347.13,6,6,1,1,2,1,1,2,13,12,7,6,1.8462,3,0.1538
partitioned_grafo3470.41,14,70,2,12,14,3,12,15,41,51,15,26,2.4878,5,0.0622
partitioned_grafo3471.40,29,37,4,7,11,4,7,11,40,51,20,20,2.55,6,0.0654
partitioned_grafo3472.92,0,0,0,0,0,0,0,0,92,120,26,66,2.6087,6,0.0287
partitioned_grafo3473.57,12,102,2,17,19,2,17,19,57,73,11,46,2.5614,8,0.0457
partitioned_grafo3474.39,0,0,0,0,0,0,0,0,39,51,3,36,2.6154,8,0.0688
partitioned_grafo3475.53,0,0,0,0,0,0,0,0,53,70,38,15,2.6415,6,0.0508
partitioned_grafo3476.42,0,0,0,0,0,0,0,0,42,60,7,35,2.8571,5,0.0697
partitioned_grafo3477.57,0,0,0,0,0,0,0,0,57,88,6,51,3.0877,8,0.0551
partitioned_grafo3478.45,23,37,4,6,10,4,6,10,45,53,11,34,2.3556,6,0.0535
partitioned_grafo3479.56,0,0,0,0,0,0,0,0,56,73,5,51,2.6071,7,0.0474
partitioned_grafo348.20,10,8,2,1,3,4,1,5,20,21,13,7,2.1,4,0.1105
partitioned_grafo3480.35,6,6,1,1,2,6,1,7,35,35,26,9,2,4,0.0588
partitioned_grafo3481.97,0,0,0,0,0,0,0,0,97,117,32,65,2.4124,6,0.0251
partitioned_grafo3482.98,0,0,0,0,0,0,0,0,98,134,23,75,2.7347,9,0.0282
partitioned_grafo3483.35,15,15,2,3,5,2,9,11,35,41,10,25,2.3429,5,0.0689
partitioned_grafo3484.51,0,0,0,0,0,0,0,0,51,68,19,32,2.6667,6,0.0533
partitioned_grafo3485.38,6,6,1,1,2,12,0,12,38,46,32,6,2.4211,6,0.0654
partitioned_grafo3486.53,6,78,1,13,14,1,13,14,53,68,5,48,2.566,6,0.0493
partitioned_grafo3487.55,0,0,0,0,0,0,0,0,55,74,5,50,2.6909,6,0.0498
partitioned_grafo3488.36,36,36,6,6,12,7,6,13,36,45,18,18,2.5,6,0.0714
partitioned_grafo3489.63,0,132,0,22,22,0,22,22,63,85,3,60,2.6984,8,0.0435
partitioned_grafo349.13,0,0,0,0,0,0,0,0,13,14,10,3,2.1538,4,0.1795
partitioned_grafo3490.52,0,0,0,0,0,0,0,0,52,67,40,12,2.5769,7,0.0505
partitioned_grafo3491.43,0,0,0,0,0,0,0,0,43,61,38,5,2.8372,8,0.0676
partitioned_grafo3492.51,7,125,1,21,22,1,21,22,51,69,9,42,2.7059,8,0.0541
partitioned_grafo3493.46,0,0,0,0,0,0,0,0,46,58,35,11,2.5217,7,0.056
partitioned_grafo3494.39,0,0,0,0,0,0,0,0,39,56,6,33,2.8718,8,0.0756
partitioned_grafo3495.42,24,24,5,3,8,5,4,9,42,53,11,31,2.5238,9,0.0616
partitioned_grafo3496.54,0,0,0,0,0,0,0,0,54,83,9,45,3.0741,9,0.058
partitioned_grafo3497.37,6,6,1,1,2,1,6,7,37,41,8,29,2.2162,5,0.0616
partitioned_grafo3498.41,7,41,1,7,8,1,7,8,41,53,7,34,2.5854,8,0.0646
partitioned_grafo3499.35,0,12,0,2,2,6,5,11,35,47,24,11,2.6857,8,0.079
partitioned_grafo350.21,15,15,3,2,5,6,2,8,21,26,13,8,2.4762,6,0.1238
partitioned_grafo3500.64,1,149,0,25,25,0,0,0,64,92,5,59,2.875,9,0.0456
partitioned_grafo3501.44,0,0,0,0,0,0,0,0,44,63,25,19,2.8636,8,0.0666
partitioned_grafo3502.58,43,41,7,7,14,7,7,14,58,77,24,34,2.6552,6,0.0466
partitioned_grafo3503.57,0,0,0,0,0,0,0,0,57,75,11,46,2.6316,7,0.047
partitioned_grafo3504.35,4,2,1,0,1,0,0,0,35,47,7,28,2.6857,7,0.079
partitioned_grafo3505.43,27,63,4,11,15,4,11,15,43,56,13,30,2.6047,5,0.062
partitioned_grafo3506.34,17,19,3,3,6,0,8,8,34,37,9,25,2.1765,5,0.066
partitioned_grafo3507.51,0,0,0,0,0,0,0,0,51,71,48,3,2.7843,7,0.0557
partitioned_grafo3508.42,0,0,0,0,0,0,0,0,42,59,11,31,2.8095,8,0.0685
partitioned_grafo3509.45,0,0,0,0,0,0,0,0,45,66,6,39,2.9333,8,0.0667
partitioned_grafo351.13,14,16,2,3,5,2,3,5,13,15,7,6,2.3077,4,0.1923
partitioned_grafo3510.96,0,0,0,0,0,0,0,0,96,123,19,77,2.5625,9,0.027
partitioned_grafo3511.54,0,0,0,0,0,0,0,0,54,73,42,12,2.7037,7,0.051
partitioned_grafo3512.33,0,0,0,0,0,0,0,0,33,39,11,22,2.3636,6,0.0739
partitioned_grafo3513.43,10,14,1,3,4,5,0,5,43,48,32,11,2.2326,6,0.0532
partitioned_grafo3514.35,0,0,0,0,0,0,0,0,35,43,5,30,2.4571,7,0.0723
partitioned_grafo3515.43,0,0,0,0,0,0,0,0,43,55,11,32,2.5581,6,0.0609
partitioned_grafo3516.44,0,90,0,15,15,0,15,15,44,60,3,41,2.7273,6,0.0634
partitioned_grafo3517.55,1,59,0,10,10,0,14,14,55,66,5,50,2.4,9,0.0444
partitioned_grafo3518.36,0,0,0,0,0,0,0,0,36,49,5,31,2.7222,8,0.0778
partitioned_grafo3519.40,31,29,4,6,10,4,6,10,40,56,21,19,2.8,8,0.0718
partitioned_grafo352.12,7,5,1,1,2,2,0,2,12,12,7,5,2,3,0.1818
partitioned_grafo3520.40,8,10,1,2,3,0,11,11,40,48,5,35,2.4,6,0.0615
partitioned_grafo3521.40,17,37,4,5,9,4,9,13,40,48,8,32,2.4,8,0.0615
partitioned_grafo3522.37,0,0,0,0,0,0,0,0,37,42,6,31,2.2703,6,0.0631
partitioned_grafo3523.59,10,116,2,19,21,2,19,21,59,85,9,50,2.8814,7,0.0497
partitioned_grafo3524.38,17,13,3,2,5,7,2,9,38,43,25,13,2.2632,5,0.0612
partitioned_grafo3525.40,0,60,0,10,10,0,10,10,40,52,6,34,2.6,5,0.0667
partitioned_grafo3526.49,0,0,0,0,0,0,0,0,49,71,41,8,2.898,8,0.0604
partitioned_grafo3527.41,43,59,7,10,17,7,10,17,41,54,22,19,2.6341,7,0.0659
partitioned_grafo3528.45,0,0,0,0,0,0,0,0,45,53,23,22,2.3556,6,0.0535
partitioned_grafo3529.42,0,0,0,0,0,0,0,0,42,54,22,20,2.5714,8,0.0627
partitioned_grafo353.13,11,13,2,2,4,1,3,4,13,13,5,8,2,5,0.1667
partitioned_grafo3530.33,6,6,1,1,2,1,10,11,33,38,6,27,2.303,6,0.072
partitioned_grafo3531.54,36,84,6,14,20,0,0,0,54,81,15,39,3,7,0.0566
partitioned_grafo3532.99,0,0,0,0,0,0,0,0,99,154,30,69,3.1111,8,0.0317
partitioned_grafo3533.37,0,0,0,0,0,0,0,0,37,57,9,28,3.0811,9,0.0856
partitioned_grafo3534.41,24,18,4,3,7,4,5,9,41,49,21,20,2.3902,7,0.0598
partitioned_grafo3535.56,0,0,0,0,0,0,0,0,56,68,50,6,2.4286,5,0.0442
